Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,CR006_T1,CR008_T1,CR009_T1,CR010_T1,CR015_T1,CR017_T1,CR018_T1,CR022_T1,CR072_T1,CR149_T1,CR163_T1,CR383_T1,CR006_T2,CR008_T2,CR009_T2,CR010_T2,CR015_T2,CR017_T2,CR018_T2,CR022_T2,CR072_T2,CR149_T2,CR163_T2,CR386_T2,PPS02,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS44
P80108,PHLD_HUMAN,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,15,15,23605400,19432300,15518800,25187600,16891200,17470000,21347000,24080100,13770500,14811500,19838600,25346500,18279900,24742900,14399800,15510500,17442300,17030400,21570600,21137200,14555600,17432100,18025400,15852300,23206700,25511900,19374500,20607200,13773300,13488900,15570900,19291700
P80188,NGAL_HUMAN,LCN2,Neutrophil gelatinase-associated lipocalin,3,3,293496,,,939106,135836,,,221310,194747,,,,,168963,,,,,,241972,226347,186963,,,,204633,,182380,108603,202194,,
P80748,LV321_HUMAN,IGLV3-21,Immunoglobulin lambda variable 3-21,1,1,205310,9585100,,1417000,126028,1160470,257119,527448,,,3018830,,,,4464190,192739,4192750,1187010,,,2271780,559262,10039400,108462,519136,,,,323204,,,750823
P81605,DCD_HUMAN,DCD,Dermcidin,1,1,,,,2043080,,,,396313,,,656658,,,,,,321772,,,,,,,,,576255,877173,,342038,,,
P82987,ATL3_HUMAN,ADAMTSL3,ADAMTS-like protein 3,1,1,,209244,,267608,,,,,,,,122833,,,,,,348390,,,,,,358528,,,,,,,,
P98160,PGBM_HUMAN,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,3,3,116459,370717,319608,266549,423301,712620,260824,231346,,728087,397926,,,,304398,250428,782848,351725,667160,441613,441164,429634,188372,475925,269955,324544,863332,360027,453291,469432,,
P99999,CYC_HUMAN,CYCS,Cytochrome c,1,1,,,,292550,,,,,,52644,,,,,,139089,,,,88479,,,,,,,,,74640,,,
Q01469,FABP5_HUMAN,FABP5,Fatty acid-binding protein 5,5,5,,1347780,,79092500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q01518,CAP1_HUMAN,CAP1,Adenylyl cyclase-associated protein 1,2,2,,,,809339,,,,,,,,,,,,199524,,,,,,,,,,,322352,,594020,,,
Q02388,CO7A1_HUMAN,COL7A1,Collagen alpha-1(VII) chain,2,2,2799920,11798200,2187220,13211300,2969890,5483050,7659200,3201680,5037260,3444030,5960860,7103990,4970780,7819350,22860500,3940760,21941900,11509000,16050700,977760,5815170,6184520,8115950,15854700,2650220,1541820,4309480,962016,944823,650722,3247540,4568780
Q02413,DSG1_HUMAN,DSG1,Desmoglein-1,3,3,,,,7260870,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q02985,FHR3_HUMAN,CFHR3,Complement factor H-related protein 3,5,5,3684730,2749410,6087710,2624310,8863620,288675,5569510,1684550,2501170,4861740,6995180,1361480,,,8175860,2113210,8537460,,5673370,2350780,,5522720,7585110,4379110,7651550,7564100,1726930,1760150,14129700,1994580,,1488950
Q03591,FHR1_HUMAN,CFHR1,Complement factor H-related protein 1,3,3,22585500,20647900,52445500,16601200,22233100,28791400,23181900,42619900,20662000,42548200,43631900,11290700,,29237400,43185500,20060300,23850300,24398100,28236700,33871700,23675000,41849100,40924600,16448200,28756700,41781200,16338700,4565070,38097600,19628500,14637900,11590500
Q04695,K1C17_HUMAN,KRT17,"Keratin, type I cytoskeletal 17",6,6,,,,11277400,,,,,,,,,,3323190,,,,,,,,,,,,,,,,,,
Q04756,HGFA_HUMAN,HGFAC,Hepatocyte growth factor activator,8,8,7387180,4649260,6302130,5248480,7322300,6990830,7614710,6722070,6971960,6466800,7912820,10563000,3973010,6978110,5812980,6447460,8780450,6769920,6956460,7791190,6477350,7235450,8658320,8588000,7912800,6683520,3944250,5239160,4857030,2948800,3084550,2402520
Q04917,1433F_HUMAN,YWHAH,14-3-3 protein eta,2,2,,,,214242,,,,,,160472,,,,,,362921,,,,307720,,,,,,,315194,,240554,96304,,
Q05707,COEA1_HUMAN,COL14A1,Collagen alpha-1(XIV) chain,1,1,32254400,6959870,6863120,12986600,8532230,16465700,17146100,11841900,5506010,8255390,16732500,24980100,2041860,2208690,7348780,1916130,16381900,4541060,10816800,9067720,7389710,8643360,8221110,11210400,3478260,5418050,12965300,4125790,4336920,7418980,2270240,6951480
Q06033,ITIH3_HUMAN,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,19,19,56230200,39203800,54641500,46393400,60957900,67719800,52188000,28363700,38598800,82643100,50103700,41328700,36864900,56372900,39550200,61234100,48170600,76493600,58063900,32146500,35021800,83927600,59852100,64014200,47702000,57275400,43639300,121359000,71336200,44682900,56180400,38304500
Q06187,BTK_HUMAN,BTK,Tyrosine-protein kinase BTK,1,1,,1078780,1562540,,1203780,,2309960,,,1553750,,,,1286120,1230780,,1290810,,2507080,,,1506840,,1362980,1445540,1386110,,,,,1808660,
Q06830,PRDX1_HUMAN,PRDX1,Peroxiredoxin-1,5,5,4510530,,1098880,4478390,534763,1632820,2324250,1867700,,925250,1012420,8237580,,,1018700,617509,1743400,,1090770,1685530,,1006320,863914,3089990,,1094380,3065260,1106950,1977780,,,3432230
Q08043,ACTN3_HUMAN,ACTN3,Alpha-actinin-3,1,1,,,,57185,,27053,7863,,,63418,,,,,,,,,,,,,29695,,19828,,,11063,,,,
Q08188,TGM3_HUMAN,TGM3,Protein-glutamine gamma-glutamyltransferase E,1,1,,,,3303790,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q08380,LG3BP_HUMAN,LGALS3BP,Galectin-3-binding protein,13,13,69972000,51662000,29635300,147419000,59848000,66088300,47927600,79691500,72770900,50981200,33913900,32591600,35188200,51071200,35874900,29830400,50602400,77721100,46594700,93065800,60975400,45765400,27241800,37073400,32372400,35605900,99165100,43604200,51014700,84304000,116544000,41311400
Q08830,FGL1_HUMAN,FGL1,Fibrinogen-like protein 1,3,3,,346328,494569,355864,358721,885072,313797,301880,,784900,693376,,,,386932,877232,268140,822193,468142,294222,,589772,779228,305290,189521,392416,402952,527776,400933,281902,,
Q08881,ITK_HUMAN,ITK,Tyrosine-protein kinase ITK/TSK,1,1,,,,,713783,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0D2K0,NIPA4_HUMAN,NIPAL4,Magnesium transporter NIPA4,1,1,111519,399080,137509,493662,,186494,401119,176761,188890,353979,215953,,,,408889,314716,211182,868073,502160,,482241,383715,344014,462980,462098,,218919,,,,,
Q10588,BST1_HUMAN,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,2,2,,,95904,,,177422,122698,113584,129775,,,,,,169799,177417,,,,,,,,,,,,188855,,,,125466
Q12805,FBLN3_HUMAN,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,10,10,3837530,4516080,5605230,3970380,5429730,5220500,4108900,5179440,1563000,4255170,3937010,2104490,,2044040,5708190,2447800,5450810,5061310,5683300,6110120,4031950,4894530,3248540,4890320,3724280,4721050,5330070,4316760,3680450,4567690,1926470,1770370
Q12860,CNTN1_HUMAN,CNTN1,Contactin-1,1,1,507751,910402,569259,821156,,,,591369,,940027,774616,,,,787600,572495,,1139310,,525255,,,923577,767025,658036,,,582445,,897536,,
Q12879,NMDE1_HUMAN,GRIN2A,"Glutamate receptor ionotropic, NMDA 2A",1,1,546437,154531,209673,436308,,556753,284443,200038,296506,158914,463899,,,,,,,124939,166348,506237,127440,217952,362376,172915,179342,346583,84930,,,406824,,128344
Q12913,PTPRJ_HUMAN,PTPRJ,Receptor-type tyrosine-protein phosphatase eta,3,3,82993,57289,64838,58717,94597,68319,86648,55883,100312,86927,75726,,,,38089,106047,56874,75880,56022,117749,99391,111876,100119,54531,85156,123036,104763,90316,100144,65879,,66455
Q12962,TAF10_HUMAN,TAF10,Transcription initiation factor TFIID subunit 10,1,1,12267800,8704370,,,3792720,5677790,15613500,13723700,3307870,,,41373800,,,,,8516810,,,10642000,,3661230,,,,,,,,,,10565200
Q13075,BIRC1_HUMAN,NAIP,Baculoviral IAP repeat-containing protein 1,1,1,2182940,57050400,1427460,14945200,2455850,21171300,7174060,7954650,797227,1698060,25440800,5831470,,,45301300,2445480,64881100,15989800,2540390,2212100,18842000,5912660,78237300,4976300,10745500,1791230,,1232550,3702160,345660,,8524420
Q13093,PAFA_HUMAN,PLA2G7,Platelet-activating factor acetylhydrolase,2,2,71097,,,,,,,,,,56707,,,,25007,,,,,,,,979948,,,,,,,,,1160900
Q13094,LCP2_HUMAN,LCP2,Lymphocyte cytosolic protein 2,1,1,227651000,116278000,153884000,198507000,191064000,188465000,10988700,47620200,269927000,,145965000,20733600,111931000,72426800,144576000,234931000,26482700,286499000,143172000,20516400,,4135780,198029000,53512900,1118640,179328000,171751000,,,244114000,128495000,113378000
Q13103,SPP24_HUMAN,SPP2,Secreted phosphoprotein 24,2,2,1154800,876751,761421,2066080,1529480,1266230,734752,427273,867776,1500330,1022350,,,520545,1034210,2104500,1622040,1815740,631557,1141220,1165710,998806,1522550,1535200,1245850,1233980,1591780,1521540,2041610,942251,,497760
Q13201,MMRN1_HUMAN,MMRN1,Multimerin-1,1,1,187463,115604,,,,,,,286842,,,,,,,345662,159016,,,233705,108751,73061,,,,,304387,,324129,,,
Q13228,SBP1_HUMAN,SELENBP1,Methanethiol oxidase,1,1,511315,86840,201662,150294,165570,,,316781,443405,254739,235364,630742,,,,152710,342068,535265,172261,428134,,308423,143536,327268,,211971,346003,,178170,,,477961
Q13368,MPP3_HUMAN,MPP3,MAGUK p55 subfamily member 3,1,1,,,,54897,91862,,,113334,43351,16922,37247,,,837476,,67458,,400075,47675,,,,,,33181,1963250,603274,,594731,,451124,79284
Q13418,ILK_HUMAN,ILK,Scaffold protein ILK,3,3,,1625210,,940950,,,,,,1473700,582377,,,,641784,2135130,1447300,,,872846,,691708,,1188460,1161770,,3048310,,2732810,,,
Q13740,CD166_HUMAN,ALCAM,CD166 antigen,1,1,655914,,514823,,405771,541319,351502,520115,341208,481906,,,,,,362078,,472404,,651305,,730157,335810,421059,473767,563839,495768,433282,369570,613141,,257482
Q13790,APOF_HUMAN,APOF,Apolipoprotein F,1,1,24026700,51436500,,,24678900,,18248500,,,,,,,,,,,,,,,,,,,,,,,,,
Q13822,ENPP2_HUMAN,ENPP2,Autotaxin,3,3,131995,,227555,,216375,,177690,133262,177047,172494,186878,,,,,169754,223237,,191356,,,250518,169174,120216,117914,161630,,238379,102769,,,104732
Q13905,RPGF1_HUMAN,RAPGEF1,Rap guanine nucleotide exchange factor 1,1,1,,,,,,,,963122,,,633586,899749,1091480,3821330,1591530,,3116580,1522420,1583900,,,928516,2078960,3434390,,,908376,,,,,973277
Q14118,DAG1_HUMAN,DAG1,Dystroglycan 1,1,1,61043,,41925,,56558,,,92572,,,65485,,,,49780,,,,37291,142160,,65335,,44904,,61068,54405,68314,39773,28693,,33266
Q14126,DSG2_HUMAN,DSG2,Desmoglein-2,1,1,97384,154899,,107387,123298,,,125779,131189,107288,94490,,,,56375,96836,98563,,,188222,123012,121831,80118,151526,80759,138632,,153809,155168,89298,,46010
Q14161,GIT2_HUMAN,GIT2,ARF GTPase-activating protein GIT2,1,1,2224720,2046190,2318900,3425760,2786800,2108670,1971870,1795280,2907260,2194290,2169820,1687910,1733340,1258040,2651450,1837730,2393980,2081390,2636610,1336550,2390710,2514430,2621070,1308400,1802430,2210490,2060970,1791870,1818190,1462720,2381270,1914060
Q14185,DOCK1_HUMAN,DOCK1,Dedicator of cytokinesis protein 1,1,1,120435000,68998200,75690900,87387800,64495600,88565900,80655000,91964700,56304600,76771300,81151100,55162100,139386000,55214900,64118700,74975100,68245900,115929000,80906000,64282100,98277900,77296000,77305900,40256000,99456400,94097100,95659000,,,115166000,62539000,60116500
Q14520,HABP2_HUMAN,HABP2,Hyaluronan-binding protein 2,8,8,8029390,10624100,12289100,14367900,14278200,11171300,13573700,10054200,13814600,11388500,14555000,10485800,,13728200,13794700,18505900,9251620,17800400,12978900,14057900,9021080,12346300,16492000,11869000,13709700,15063900,15246600,16681200,16240100,9510250,10861300,13073100
Q14587,ZN268_HUMAN,ZNF268,Zinc finger protein 268,1,1,5341030,,,,,,,,,,1803380,6517880,13205300,2573630,,,,,,,,,,,,,,,,,2585560,2928310
Q14624,ITIH4_HUMAN,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,35,35,293126000,367017000,373016000,344544000,288929000,501097000,268060000,233718000,275177000,375256000,363096000,302844000,399946000,505337000,384305000,402028000,345215000,469600000,289426000,233981000,376062000,371586000,374005000,376303000,322346000,342174000,307318000,339941000,385399000,351430000,434810000,304253000
Q14766,LTBP1_HUMAN,LTBP1,Latent-transforming growth factor beta-binding protein 1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158172,,,
Q15063,POSTN_HUMAN,POSTN,Periostin,3,3,,91007,97134,139523,121186,125801,93081,,,60415,143540,,,,107159,85591,111864,,,,,121439,172240,61253,83689,80746,,85643,81827,,,
Q15113,PCOC1_HUMAN,PCOLCE,Procollagen C-endopeptidase enhancer 1,4,4,2684250,683111,1356290,2669620,1842520,1086220,931156,1609920,1100800,1823790,1921730,1016350,,,1109640,1044190,1065490,1274790,1251270,2431180,1089340,2353180,1281640,1107810,2956170,3391280,2763760,2518670,1484770,1155300,997649,1122710
Q15166,PON3_HUMAN,PON3,Serum paraoxonase/lactonase 3,10,10,1012910,971635,1018060,1017170,1617200,1405660,1182770,584501,1332760,603020,1197400,867318,,811987,1234470,3300540,1925150,1294120,1094570,616138,1455530,673786,1244270,1611200,959039,1355870,1158550,2452060,1881050,602948,889717,735640
Q15404,RSU1_HUMAN,RSU1,Ras suppressor protein 1,1,1,,,,613759,,,,,,,,,,,,578348,494866,,,263723,,,,,300064,,519622,,432918,131229,167679,
Q15468,STIL_HUMAN,STIL,SCL-interrupting locus protein,2,2,6076960,44085300,,91094900,15199000,,,6515150,15409100,,30598100,,,,42374200,7881840,70884900,99116600,79248000,,5937870,,69392200,42929800,,7223460,16795300,,5461430,,,15277700
Q15485,FCN2_HUMAN,FCN2,Ficolin-2,2,2,329820,375526,,,,671320,,,658312,252368,,,,,783172,686805,,470829,,,,,846885,,,695326,,261053,,,,
Q15582,BGH3_HUMAN,TGFBI,Transforming growth factor-beta-induced protein ig-h3,11,11,2130060,2405760,2337790,2135950,1926520,2943730,1364980,1442880,2241390,2378340,2216630,1652220,992686,815770,1999830,3204380,2417710,2610690,1335540,2012480,2141470,2334410,2313050,1948290,1527510,1857300,1340250,2326480,1381610,2659420,787174,1267800
Q15811,ITSN1_HUMAN,ITSN1,Intersectin-1,2,2,5433230,,5792940,,,,,7553040,,,,,,,,,,,,,7871430,,6316040,4872720,,,,,,,,
Q15848,ADIPO_HUMAN,ADIPOQ,Adiponectin,3,3,370569,,1219410,2821220,1327530,1449640,2344800,781611,,,1051500,2219170,,3482700,,4880380,,680789,755075,1056480,1336700,,476509,1447190,,1192280,1366510,2735240,2405130,1141180,1723080,
Q15942,ZYX_HUMAN,ZYX,Zyxin,3,3,,206690,,164983,,139778,,,,261355,177455,,,,,613214,,,,267071,,164959,,180629,141041,58313,527601,95634,504552,138441,,
Q16270,IBP7_HUMAN,IGFBP7,Insulin-like growth factor-binding protein 7,1,1,,,65553,119946,,,,99708,,,130619,,,,,65942,,,,62000,,,,,,83503,,75477,,,,62915
Q16610,ECM1_HUMAN,ECM1,Extracellular matrix protein 1,16,16,16558300,56646100,21995000,16454100,26591400,42425400,25792000,18181700,17657800,46112000,25280700,31852900,31723700,31977900,28520300,26454700,75035300,22533900,67305000,40189100,34636600,27980100,14306400,16180400,24358700,31785500,51739200,21941400,23690600,19800100,18997000,16786800
Q16650,TBR1_HUMAN,TBR1,T-box brain protein 1,1,1,49296000,46336100,29914700,28140500,47265400,31781300,44737600,30072400,72131700,51062500,31857800,32331500,,55182900,34372200,40804400,19757500,40880500,17951000,75622700,59727500,79814300,54280200,49320400,81961900,26074600,66971400,,9536950,55729000,56319700,35380800
Q17RS7,GEN_HUMAN,GEN1,Flap endonuclease GEN homolog 1,1,1,44941900,,,,21866800,,,,38572500,25951900,,,,,,,,,,34216900,20080900,30701000,,,23977400,23703400,27064200,18649800,22883200,21310900,18129800,
Q1KMD3,HNRL2_HUMAN,HNRNPUL2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,1,1,710820,,1457630,,1896180,1563180,1882050,2153370,2174310,2040220,748654,,,,1405320,2083480,1974950,1732070,,1374500,3148230,,2052290,1933450,731387,2571730,876579,2472450,2572100,4772660,,973719
Q53RT3,APRV1_HUMAN,ASPRV1,Retroviral-like aspartic protease 1,1,1,,,,18909600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q53S58,TM177_HUMAN,TMEM177,Transmembrane protein 177,1,1,7423480,7757740,4744080,6636250,7860150,7882120,5421890,6653800,5814210,6479810,5636250,2291220,,,5883450,8220700,6009580,7604470,5791560,6936990,6509920,8380850,7879230,7056410,7854980,7453520,5921230,8797960,6688230,5830900,4156770,5387220
Q562R1,ACTBL_HUMAN,ACTBL2,Beta-actin-like protein 2,2,2,,1513100,,1187670,,,,555079,,1728950,,,,,483154,,729665,,,2260170,,886892,,,1306590,,3028870,,,912189,,
Q5T749,KPRP_HUMAN,KPRP,Keratinocyte proline-rich protein,2,2,,,,1233670,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T890,ER6L2_HUMAN,ERCC6L2,DNA excision repair protein ERCC-6-like 2,1,1,,1171730000,104800000,1221980000,137902000,191106000,237213000,116084000,145911000,405012000,391685000,14085300,,1457950000,28762500,,383253000,287921000,621363000,90668700,456225000,342097000,172690000,569205000,239219000,87421900,25629700,68261000,57215700,27946000,556782000,49699100
Q66K66,TM198_HUMAN,TMEM198,Transmembrane protein 198,1,1,200858000,681909000,146958000,622961000,220456000,299708000,518395000,235064000,319246000,289226000,340182000,371800000,294632000,350330000,1060050000,283912000,837203000,1036920000,631338000,100814000,414868000,434024000,515455000,507555000,238157000,116681000,279963000,,,52010300,263112000,294009000
Q6DHV5,C2D2B_HUMAN,CC2D2B,Protein CC2D2B,2,2,90587500,82826200,84991800,86009400,91892400,88933300,81780200,99228200,49895500,68874600,80444000,137775000,158496000,121816000,99296900,96595900,141112000,97419100,95216600,73783900,75971500,72958600,80833600,69273400,60652700,69529600,84390500,78950100,88852200,,79173600,92181400
Q6EMK4,VASN_HUMAN,VASN,Vasorin,4,4,1199720,769585,755159,964557,905313,584632,617407,798004,891416,702152,575073,494314,,403670,1000890,614898,894085,580662,694456,627946,813508,636102,603033,713749,435690,601671,729904,695450,453161,732322,,486329
Q6FI13,H2A2A_HUMAN,H2AC18,Histone H2A type 2-A,1,1,,,,6250460,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6L9W6,B4GN3_HUMAN,B4GALNT3,"Beta-1,4-N-acetylgalactosaminyltransferase 3",1,1,750974,3127960,524541,2623990,944853,1430770,2197890,883950,1022450,1515920,1114330,223760,,246219,3543090,716464,1690170,4112820,2932150,283413,1945730,1924830,2491840,3122330,1639970,603072,1220760,284774,170248,252201,320990,1037080
Q6PIF6,MYO7B_HUMAN,MYO7B,Unconventional myosin-VIIb,1,1,638042,,,,,,334584,,,,,533784,,,,,,,,175677,,,,,,,,,,,162589,
Q6PL18,ATAD2_HUMAN,ATAD2,ATPase family AAA domain-containing protein 2,1,1,,686131,,269155,,209905,,,,,174285,,,,,,463448,130323,,,181359,,1211420,,,,,,,,,
Q6U841,S4A10_HUMAN,SLC4A10,Sodium-driven chloride bicarbonate exchanger,1,1,55238600,131366000,87192900,85443900,103848000,109608000,50533800,53005600,,112376000,79847900,70328900,154491000,78558000,83864700,57310200,125586000,70219100,113669000,79975000,119678000,71960100,52456800,47983800,75604200,95460500,125068000,23468800,28367400,83260700,88588800,49202100
Q6UB99,ANR11_HUMAN,ANKRD11,Ankyrin repeat domain-containing protein 11,1,1,6000190,6932760,7272560,2360610,5907890,5702860,2971390,7200820,1865940,9353540,,,,,6577260,3235450,5315600,5371340,,4981700,,9335010,6354970,,6114140,4159740,4683820,,,,,
Q6UX71,PXDC2_HUMAN,PLXDC2,Plexin domain-containing protein 2,1,1,925944,1376100,1119500,2199530,1069310,1036830,1846000,1593280,786103,1405940,1442330,,,,1366030,1301190,1002570,1131210,1951030,1598610,1250610,1963190,1501310,1463820,1384080,1238410,1181240,926664,1424670,1477650,,986607
Q6UXB8,PI16_HUMAN,PI16,Peptidase inhibitor 16,5,5,4000780,2149870,3414270,1314190,5229300,3142930,2387520,5699710,1929980,3026850,3089030,2588700,,2160660,4199120,4793590,3924850,5553660,4437960,4190570,2751650,4436380,2614980,3713990,2562300,4356800,1352590,4715660,3062130,3668470,1373800,1665450
Q6Y7W6,GGYF2_HUMAN,GIGYF2,GRB10-interacting GYF protein 2,1,1,128457,30226,117322,265636,252905,104036,,,163589,,203783,,,,248355,287328,,362782,97218,25986,,11745,281635,67212,,360173,209094,,276364,234480,,132559
Q6ZUJ8,BCAP_HUMAN,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,1,1,506508,264601,592866,514053,586809,853588,423597,527676,733045,543639,451350,,,,548474,516191,757588,804121,375192,482143,229308,569066,595011,198638,497825,369020,360145,537960,508036,635716,,393212
Q71U36,TBA1A_HUMAN,TUBA1A,Tubulin alpha-1A chain,1,1,,,,,,,,,,,,,,,,,,,,155579,,,,140770,,,,,,,,
Q76LX8,ATS13_HUMAN,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,2,2,271757,200466,196109,192783,113324,315215,198144,157806,193747,263240,177980,205942,,,183792,201266,285074,226979,198554,175737,192411,268476,158383,121077,186724,166970,179876,169537,261966,220619,,150163
Q7Z2W7,TRPM8_HUMAN,TRPM8,Transient receptor potential cation channel subfamily M member 8,1,1,2962930,17948600,1639500,31362200,3541890,6211900,7518170,2770300,6124400,6533480,14927900,,,,16812500,,,22149400,13498500,1783390,13011500,11019100,16959100,35620100,11246100,4574620,2393500,2400480,1510410,922969,,1610820
Q7Z695,ADCK2_HUMAN,ADCK2,Uncharacterized aarF domain-containing protein kinase 2,1,1,188983,10266200,675032,12500800,1161550,3396080,2294790,972129,909992,3148610,6911940,,,6166460,,,2929290,2373710,6560140,568903,3543940,2612330,2197950,4758200,1677360,1073150,166839,416806,379105,288939,3312420,365843
Q7Z698,SPRE2_HUMAN,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2",1,1,,,,,,,,,,,,,34904600,14446200,,,,,,,,,,,,,,,,,,
Q7Z6Z7,HUWE1_HUMAN,HUWE1,E3 ubiquitin-protein ligase HUWE1,1,1,4624380,98299300,2034920,34773000,5776000,35708000,16787600,10145200,1427900,3342070,34721100,12023500,,9488680,80011700,4051130,136596000,30917900,3822630,2336710,22259800,13844800,114273000,6742320,19610800,2712400,2269440,2560150,6363500,,51303300,8736880
Q7Z7G0,TARSH_HUMAN,ABI3BP,Target of Nesh-SH3,1,1,262639,153136,193325,317041,263682,240444,189900,192950,271737,134702,194069,612874,,514545,172048,297019,291039,288026,208821,225550,282944,158721,216630,205420,179632,267877,209516,246175,280386,257826,335149,364901
Q7Z7M0,MEGF8_HUMAN,MEGF8,Multiple epidermal growth factor-like domains protein 8,1,1,16074,,,,,,,,13294,,,,,,,,,26609,,24280,,,,,,,,,13699,29192,,
Q86SQ4,AGRG6_HUMAN,ADGRG6,Adhesion G-protein coupled receptor G6,1,1,3041800,,2283590,3849100,3641020,1923060,,6143790,3520940,3589070,3403200,,,,3487850,3705420,2574520,2256310,3459050,2381330,5070410,5729180,3597510,3018460,1071170,3201120,1981670,2113420,2685160,8783030,,509910
Q86UD1,OAF_HUMAN,OAF,Out at first protein homolog,1,1,1048140,673685,1012750,1136810,926813,1049870,831440,1632170,1027630,921888,331161,,,,778699,929023,540757,1377750,1039850,1135650,,921618,366561,336068,645286,1002180,1202780,711551,614292,684826,,290743
Q86UK0,ABCAC_HUMAN,ABCA12,Glucosylceramide transporter ABCA12,1,1,452536,1845380,490574,4841480,1173930,1942950,2446050,803407,1118420,1117650,2223250,659773,,,5156510,2040190,3324120,4507420,4071330,425286,2399290,1432850,2795670,3458710,1719510,684848,1373960,383816,403830,281621,,2328720
Q86UX7,URP2_HUMAN,FERMT3,Fermitin family homolog 3,8,8,,908623,,1209260,,682738,,507499,,1363790,575002,,,,487980,3651750,1240360,,260051,1786890,,702546,423969,793509,1554790,282455,2977410,735068,3428280,836728,,
Q86VB7,C163A_HUMAN,CD163,Scavenger receptor cysteine-rich type 1 protein M130,2,2,104189,,,,,,80334,109384,96216,138156,,,,,,109500,,,94425,150364,148504,115002,,,131041,,,80600,,180120,,86195
Q86XH1,DRC11_HUMAN,IQCA1,Dynein regulatory complex protein 11,1,1,3388140,1337520,1661190,1763690,1788750,1951810,1956680,2420990,5996530,2124420,1986950,3712000,2078670,1919450,2244880,3066900,2287550,2418830,1509480,3254550,4104130,2434950,1880810,2597030,3924450,3857850,2104320,1860000,1825030,3772870,2178410,2951400
Q86XP0,PA24D_HUMAN,PLA2G4D,Cytosolic phospholipase A2 delta,1,1,3683510,5403910,4481950,7955410,1860750,4039220,696946,6240590,5870480,5234540,4307580,2128470,,3523100,4728960,2903220,8134240,3207440,4386960,4885280,6957600,5859300,2344520,3017760,3467460,5613670,3894270,4485010,4038540,9444440,505537,510287
Q86XX4,FRAS1_HUMAN,FRAS1,Extracellular matrix organizing protein FRAS1,1,1,14240400,29592600,20177600,25091000,24675100,29976600,19474900,14262900,,29990200,21374000,21780600,20540700,5087640,30832900,17329700,59104900,21871700,33361700,19699400,36681100,22670400,10208500,24781600,21995200,26251700,34877200,20648900,23029800,23546300,3746870,16574600
Q8IU85,KCC1D_HUMAN,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,1,1,,,,18960,,,,,,,50933,,,,212740,,,,,,,,58609,,,,,,,,,
Q8IUC4,RHPN2_HUMAN,RHPN2,Rhophilin-2,1,1,,,,12860300,,4429960,4464010,,,,4873700,,,,13620400,,9274130,10874500,9489180,,,3649490,5448130,,,,,,,,,
Q8IXV7,KLD8B_HUMAN,KLHDC8B,Kelch domain-containing protein 8B,1,1,1016920000,393896000,711659000,447651000,640739000,597007000,929135000,883624000,1584000000,647965000,492913000,872336000,1350810000,641416000,524402000,975897000,694036000,893460000,497189000,1065750000,1030630000,720796000,532382000,413102000,835727000,890523000,653073000,40228200,25421100,1107720000,646043000,787727000
Q8IYS0,ASTRC_HUMAN,GRAMD1C,Protein Aster-C,1,1,1060980,1134720,1323340,2977380,1327230,1634530,1206820,1451770,1374970,1262870,1497620,1031100,,699638,1364770,1365360,1468260,867682,914985,1932000,1379050,1545900,1478250,904260,1782480,1530560,1709510,1279730,624627,2086130,836410,750489
Q8IZH2,XRN1_HUMAN,XRN1,5'-3' exoribonuclease 1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4882000,
Q8N1N4,K2C78_HUMAN,KRT78,"Keratin, type II cytoskeletal 78",1,1,,,,6148060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8N3E9,PLCD3_HUMAN,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",1,1,9109580,69830000,14721000,15513300,30982600,75280800,15878600,13100800,26577600,77088200,36518600,86636200,136868000,35002000,22924700,13238900,93847600,11435100,53402400,91239800,67792000,36397200,,,54979700,37462200,94619900,,,16617500,29665300,
